title,description,final_description,skill_level,pattern_link,local_path
Delicate Scarf in Patons Lace,"Delicate Scarf in Patons Lace is a free  Crochet pattern by Patons US, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Delicate Scarf in Patons Lace Patons US Crochet English 1.0patterns nanpages Delicate Scarf in Patons Lace is a free Crochet pattern by Patons US, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Patons Lace 3.75mm",,https://www.lovecrafts.com/en-us/p/delicate-scarf-in-patons-lace,Delicate_Scarf_in_Patons_Lace.jpg
Party Time Doll Outfit in Red Heart Buttercup - LW4326,"Party Time Doll Outfit in Red Heart Buttercup - LW4326 is a free  Crochet pattern by Red Heart US, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Party Time Doll Outfit in Red Heart Buttercup - LW4326 Red Heart US Crochet English 1.0patterns nanpages Party Time Doll Outfit in Red Heart Buttercup - LW4326 is a free Crochet pattern by Red Heart US, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Red Heart Buttercup,Red Heart Shimmer Solids 3.75mm",,https://www.lovecrafts.com/en-us/p/party-time-doll-outfit-in-red-heart-buttercup-lw4326,Party_Time_Doll_Outfit_in_Red_Heart_Buttercup_-_LW4326.jpg
Crochet Eucalyptus,"Learn how to make crochet Euclayptus Stems with my free step by step tutorial. Use any yarn your have in your stash with the smallest crochet hook for your yarn & you can make your own 3d crochet foliage stem today. Take a look at the last photo for a preview of what the pattern looks like. This pattern is copyright Moara Crochet © Each pattern has taken many hours to provide clear instructions & been tested. By purchasing you agree not to distribute the pattern in any way, for free or sale. Thank you, Roseanna","Crochet Eucalyptus Independent Designer Crochet Roseanna Murray English 50cm florist wire. 1.0patterns 3.0pages Beginner DK | Light Worsted Learn how to make crochet Euclayptus Stems with my free step by step tutorial. Use any yarn your have in your stash with the smallest crochet hook for your yarn & you can make your own 3d crochet foliage stem today. Take a look at the last photo for a preview of what the pattern looks like. This pattern is copyright Moara Crochet © Each pattern has taken many hours to provide clear instructions & been tested. By purchasing you agree not to distribute the pattern in any way, for free or sale. Thank you, Roseanna",Beginner,https://www.lovecrafts.com/en-us/p/crochet-eucalyptus-crochet-pattern-by-roseanna-murray,Crochet_Eucalyptus.jpg
Cuddly Elephant,"Cuddly Elephant Crochet Pattern Love to make this elephant! Too pretty to put in the car or hang on the backpack. Ideal as a gift, but also perfect as a souvenir due to its size! Do not stop making this beautiful elephant, you will love it! If you do, please share the result with me!! The finished dimensions are approx. 10 cm. The size may vary depending on the size of the needle and thread. The implementation of this project is easy to follow with this manual. Contains 10 pages of well-detailed step-by-step instructions and over 70 helpful photos. The required knowledge is: magic ring chain stitch single crochet dwarf / slipped point increase decrease Required materials: 2.5mm crochet hook Wool or cotton thread in different colors: grey, white, black and pink filling plastic eyes This is a PDF INSTRUCTION, NOT the finished product. The manual can NOT be sold, published, exchanged, given away, or transmitted, even in translated form.","Cuddly Elephant Independent Designer Crochet Ternura Amigurumi English Required materials: 2.5mm crochet hook Wool or cotton thread in different colors: grey, white, black and pink filling plastic eyes 1.0patterns 10.0pages Intermediate DK | Light Worsted Cuddly Elephant Crochet Pattern Love to make this elephant! Too pretty to put in the car or hang on the backpack. Ideal as a gift, but also perfect as a souvenir due to its size! Do not stop making this beautiful elephant, you will love it! If you do, please share the result with me!! The finished dimensions are approx. 10 cm. The size may vary depending on the size of the needle and thread. The implementation of this project is easy to follow with this manual. Contains 10 pages of well-detailed step-by-step instructions and over 70 helpful photos. The required knowledge is: magic ring chain stitch single crochet dwarf / slipped point increase decrease Required materials: 2.5mm crochet hook Wool or cotton thread in different colors: grey, white, black and pink filling plastic eyes This is a PDF INSTRUCTION, NOT the finished product. The manual can NOT be sold, published, exchanged, given away, or transmitted, even in translated form.",Intermediate,https://www.lovecrafts.com/en-us/p/cuddly-elephant-crochet-pattern-by-ternura-amigurumi,Cuddly_Elephant.jpg
Halloween Wreath in Scheepjes Catona - Downloadable PDF,"Decorate your door with Val Pierce’s Halloween Wreath to let little trick or treaters know they’re welcome to call! Crocheted using seasonal shades of child friendly Scheepjes Catona, the delightful mini pumpkins, spider, witch and ghostly friends are more sweet than spooky. All pieces are crocheted separately before assembling, so can easily be adapted to make bunting and individual party decorations that you can bring out year after year.","Halloween Wreath in Scheepjes Catona - Downloadable PDF Scheepjes Crochet English 30 cm flat back styrofoam wreath; hot glue gun (optional) 1.0patterns 12.0pages Advanced Fingering Decorate your door with Val Pierce’s Halloween Wreath to let little trick or treaters know they’re welcome to call! Crocheted using seasonal shades of child friendly Scheepjes Catona, the delightful mini pumpkins, spider, witch and ghostly friends are more sweet than spooky. All pieces are crocheted separately before assembling, so can easily be adapted to make bunting and individual party decorations that you can bring out year after year. Scheepjes Catona 25 gram,Scheepjes Catona One Size",Advanced,https://www.lovecrafts.com/en-us/p/halloween-wreath-in-scheepjes-catona-downloadable-pdf,Halloween_Wreath_in_Scheepjes_Catona_-_Downloadable_PDF.jpg
Starlette Shawl in Bernat Satin,"Starlette Shawl in Bernat Satin is a free  Crochet pattern by Bernat, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Starlette Shawl in Bernat Satin Bernat Crochet English 1.0patterns nanpages Starlette Shawl in Bernat Satin is a free Crochet pattern by Bernat, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Bernat Satin 5.00mm",,https://www.lovecrafts.com/en-us/p/starlette-shawl-in-bernat-satin,Starlette_Shawl_in_Bernat_Satin.jpg
Granny Blanket in Bernat Super Value,"Granny Blanket in Bernat Super Value is a free  Crochet pattern by Bernat, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Granny Blanket in Bernat Super Value Bernat Crochet English 1.0patterns nanpages Granny Blanket in Bernat Super Value is a free Crochet pattern by Bernat, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Bernat Super Value 6.00mm",,https://www.lovecrafts.com/en-us/p/granny-blanket-in-bernat-super-value,Granny_Blanket_in_Bernat_Super_Value.jpg
Coin Purse,"Written instructions in US Crochet terms. Please share your completed projects on my Facebook page: www.facebook.com/justbehappypatterns or tag #justbehappycrochet on Instagram! Copyright 2015 Alessandra Hayden, all rights reserved.","Coin Purse Independent Designer Crochet Just Be Happy Crochet English 1.0patterns nanpages Beginner WorstedSee Worsted Yarns Written instructions in US Crochet terms. Please share your completed projects on my Facebook page: www.facebook.com/justbehappypatterns or tag #justbehappycrochet on Instagram! Copyright 2015 Alessandra Hayden, all rights reserved.",Beginner,https://www.lovecrafts.com/en-us/p/coin-purse-crochet-pattern-by-just-be-happy-crochet,Coin_Purse.jpg
Bunting Bag in Bernat Softee Baby Solids,"Bunting Bag in Bernat Softee Baby Solids is a free  Crochet pattern by Bernat, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Bunting Bag in Bernat Softee Baby Solids Bernat Crochet English 1.0patterns nanpages Bunting Bag in Bernat Softee Baby Solids is a free Crochet pattern by Bernat, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Bernat Softee Baby Solids 5.00mm",,https://www.lovecrafts.com/en-us/p/bunting-bag-in-bernat-softee-baby-solids,Bunting_Bag_in_Bernat_Softee_Baby_Solids.jpg
Flower Friendly Sweater & Headband in Cascade Yarns Cherub Aran & Cherub Aran Multis- A290 - Downloadable PDF,"Flower Friendly Sweater & Headband in Cascade Yarns Cherub Aran & Cherub Aran Multis- A290 - Downloadable PDF is a free Intermediate Crochet pattern by Kristen Stoltzfus Clay, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Flower Friendly Sweater & Headband in Cascade Yarns Cherub Aran & Cherub Aran Multis- A290 - Downloadable PDF Cascade Yarns Crochet Kristen Stoltzfus Clay English 2.0patterns 5.0pages Intermediate AranSee Worsted Knitting PatternsSee Aran Crochet PatternsSee Aran & Worsted Yarns Flower Friendly Sweater & Headband in Cascade Yarns Cherub Aran & Cherub Aran Multis- A290 - Downloadable PDF is a free Intermediate Crochet pattern by Kristen Stoltzfus Clay, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Cascade Yarns Cherub Aran Multis,Cascade Yarns Cherub Aran 3.75mm (F) To Fit Age: 1 Year to 6 Years",Intermediate,https://www.lovecrafts.com/en-us/p/flower-friendly-sweater-headband-in-cascade-yarns-cherub-aran-cherub-aran-multis-a290-downloadable-pdf,Flower_Friendly_Sweater__Headband_in_Cascade_Yarns_Cherub_Aran__Cherub_Aran_Multis-_A290_-_Downloadable_PDF.jpg
Enid the Elephant,"A cute, seated elephant complete with tusks, toes and a sleepy smile. Enid the Elephant is a great companion, perfect for small cuddles!","Enid the Elephant Independent Designer Crochet Cara Engwerda English A pair of 8mm safety eyes 1.0patterns 7.0pages Intermediate Light FingeringSee Light Fingering YarnsFingeringSee Fingering Knitting PatternsSee Light Fingering YarnsSee Fingering Yarns A cute, seated elephant complete with tusks, toes and a sleepy smile. Enid the Elephant is a great companion, perfect for small cuddles!",Intermediate,https://www.lovecrafts.com/en-us/p/enid-the-elephant-crochet-pattern-by-cara-engwerda,Enid_the_Elephant.jpg
Crochet Flower Field in Red Heart Super Saver Economy Solids - WR1654,"Crochet Flower Field in Red Heart Super Saver Economy Solids - WR1654 is a free  Crochet pattern by Red Heart US, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Crochet Flower Field in Red Heart Super Saver Economy Solids - WR1654 Red Heart US Crochet English 1.0patterns nanpages Crochet Flower Field in Red Heart Super Saver Economy Solids - WR1654 is a free Crochet pattern by Red Heart US, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Red Heart Super Saver Economy Solids 6mm",,https://www.lovecrafts.com/en-us/p/crochet-flower-field-in-red-heart-super-saver-economy-solids-wr1654,Crochet_Flower_Field_in_Red_Heart_Super_Saver_Economy_Solids_-_WR1654.jpg
Gingerbread Tree Ornaments in Red Heart Super Saver Economy Solids - LW4824 - Downloadable PDF,Learn how to crochet with our beginners guide!,Gingerbread Tree Ornaments in Red Heart Super Saver Economy Solids - LW4824 - Downloadable PDF Red Heart US Crochet Michele Wilcox English ||0 3.0patterns 3.0pages Beginner WorstedSee Worsted Yarns Learn how to crochet with our beginners guide! Red Heart Super Saver Economy Solids 4.00mm (F) Ornament: 5in,Beginner,https://www.lovecrafts.com/en-us/p/gingerbread-tree-ornaments-in-red-heart-super-saver-economy-solids-lw4824-downloadable-pdf,Gingerbread_Tree_Ornaments_in_Red_Heart_Super_Saver_Economy_Solids_-_LW4824_-_Downloadable_PDF.jpg
Baby Ripple Onesie,"An adorable onesie for a 3 or 6-month-old baby in double knitting. I love the neat ripple stitch that Lucy from Attic24 uses on of her patterns and I really wanted to do a stripy baby romper, so I’ve combined the 2 in this cute baggy pattern (with plenty of nappy room). The opening extends down both legs to help with changing. I hate sewing up at the end of a project, so I always try to avoid seams. This design has no sewing apart from adding the buttons. The ripple effect shows up best with a variegated yarn or in stripes. I love the colour patterning that comes out of the Baby Blossom DK by Hayfield and highly recommend it, especially with a white yarn for the yoke, cuffs & edging. I have also worked it using Innocence Bamboo Rich DK by James C Brett in stripes of pastel rainbow colours – more ends to sew in but who doesn’t love a rainbow? Working the pattern in one colour would be a more subtle effect.","Baby Ripple Onesie Independent Designer Crochet Granny Lawlor English 1.0patterns 4.0pages Beginner DK | Light Worsted An adorable onesie for a 3 or 6-month-old baby in double knitting. I love the neat ripple stitch that Lucy from Attic24 uses on of her patterns and I really wanted to do a stripy baby romper, so I’ve combined the 2 in this cute baggy pattern (with plenty of nappy room). The opening extends down both legs to help with changing. I hate sewing up at the end of a project, so I always try to avoid seams. This design has no sewing apart from adding the buttons. The ripple effect shows up best with a variegated yarn or in stripes. I love the colour patterning that comes out of the Baby Blossom DK by Hayfield and highly recommend it, especially with a white yarn for the yoke, cuffs & edging. I have also worked it using Innocence Bamboo Rich DK by James C Brett in stripes of pastel rainbow colours – more ends to sew in but who doesn’t love a rainbow? Working the pattern in one colour would be a more subtle effect. Hayfield Baby Blossom DK",Beginner,https://www.lovecrafts.com/en-us/p/baby-ripple-onesie-crochet-pattern-by-granny-lawlor,Baby_Ripple_Onesie.jpg
Crochet Pattern Mini Christmas Wreath,"Enchant your home with handmade Christmas wreaths! Why this crochet pattern is perfect for you: Step-by-step instructions: Easy-to-follow instructions suitable for both beginners and experienced crocheters. Personal touch: Handmade decorations give your home a unique and loving atmosphere. Perfect gift: Homemade wreath tags make a wonderful gift for family and friends. Relaxation and creativity: Enjoy the calming effect of crocheting and let your creativity run free. Sustainability: Use leftover wool and help reduce waste. Required Knowledge: magic ring chain single crochet double crochet half double crochet Size: The finished wreath has a diameter of approx. 2,4"" inch / 6 cm. You need: Light (US) / Light Worsted (UK) / 125m~50g (EU) Wool remnants in red & green e.g. gründl Cotton Quick uni or GB Wool Carina Crochet hook E (US) / 9 (UK) / 3,5mm (EU) Scissors Sewing needle Pearls (0,15"" inch / 3-4mm Ø) Adhesive (e.g. hot glue)","Crochet Pattern Mini Christmas Wreath Independent Designer Crochet amigoll9 English Look at the description please :-) 1.0patterns 5.0pages Beginner DK | Light Worsted Enchant your home with handmade Christmas wreaths! Why this crochet pattern is perfect for you: Step-by-step instructions: Easy-to-follow instructions suitable for both beginners and experienced crocheters. Personal touch: Handmade decorations give your home a unique and loving atmosphere. Perfect gift: Homemade wreath tags make a wonderful gift for family and friends. Relaxation and creativity: Enjoy the calming effect of crocheting and let your creativity run free. Sustainability: Use leftover wool and help reduce waste. Required Knowledge: magic ring chain single crochet double crochet half double crochet Size: The finished wreath has a diameter of approx. 2,4"" inch / 6 cm. You need: Light (US) / Light Worsted (UK) / 125m~50g (EU) Wool remnants in red & green e.g. gründl Cotton Quick uni or GB Wool Carina Crochet hook E (US) / 9 (UK) / 3,5mm (EU) Scissors Sewing needle Pearls (0,15"" inch / 3-4mm Ø) Adhesive (e.g. hot glue)",Beginner,https://www.lovecrafts.com/en-us/p/crochet-pattern-mini-christmas-wreath-crochet-pattern-by-amigoll9,Crochet_Pattern_Mini_Christmas_Wreath.jpg
Wavy Ripple Throw in Red Heart Super Saver Economy Solids - LW2508,"Wavy Ripple Throw in Red Heart Super Saver Economy Solids - LW2508 is a free  Crochet pattern by Red Heart US, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Wavy Ripple Throw in Red Heart Super Saver Economy Solids - LW2508 Red Heart US Crochet English 1.0patterns nanpages Wavy Ripple Throw in Red Heart Super Saver Economy Solids - LW2508 is a free Crochet pattern by Red Heart US, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Red Heart Super Saver Economy Solids,Red Heart Super Saver Economy Prints 5mm",,https://www.lovecrafts.com/en-us/p/wavy-ripple-throw-in-red-heart-super-saver-economy-solids-lw2508,Wavy_Ripple_Throw_in_Red_Heart_Super_Saver_Economy_Solids_-_LW2508.jpg
"Big Rainbow Fish Toy in Caron Simply Soft, Simply Soft Paints & Simply Soft Brites - Downloadable PDF",Learn how to crochet with our beginners guide!,"Big Rainbow Fish Toy in Caron Simply Soft, Simply Soft Paints & Simply Soft Brites - Downloadable PDF Caron Crochet Deb Richey English 1.0patterns 3.0pages Beginner AranSee Worsted Knitting PatternsSee Aran Crochet PatternsSee Aran & Worsted YarnsWorstedSee Worsted Knitting PatternsSee Aran & Worsted YarnsSee Worsted Yarns Learn how to crochet with our beginners guide! Caron Simply Soft Paints,Caron Simply Soft Brites,Caron Simply Soft 5.00mm (H) Toy: 16in",Beginner,https://www.lovecrafts.com/en-us/p/big-rainbow-fish-toy-in-caron-simply-soft-simply-soft-paints-simply-soft-brites-downloadable-pdf,Big_Rainbow_Fish_Toy_in_Caron_Simply_Soft_Simply_Soft_Paints__Simply_Soft_Brites_-_Downloadable_PDF.jpg
Sparkle Motion Crochet Headband,"This is a simple pattern for beginners ! It’s so easy, and that’s why it’s free! I love the movie Donnie Darko, and for some reason, when I was making this, it reminded me of the little girl dance troupe . So, it’s amply named, Sparkle Motion. This is a headband/ear warmer and uses only single crochet (sc) and double crochet (dc) stitches. Materials: Hook: G Yarn:  Premier Yarns Isaac Mizrahi - Broadway yarn in Imperial colorway (RED) - Glitter, Sparkle Worsted weight (4) Hope you enjoy this free pattern! It’s easy, and great for beginners. I used a knitting machine to make a matching scarf and I love it! (I’m not a knitter - LOL - hence, the machine) :).","Sparkle Motion Crochet Headband Independent Designer Crochet Stardust Gold Crochet English 1.0patterns 3.0pages Beginner WorstedSee Worsted Yarns This is a simple pattern for beginners ! It’s so easy, and that’s why it’s free! I love the movie Donnie Darko, and for some reason, when I was making this, it reminded me of the little girl dance troupe . So, it’s amply named, Sparkle Motion. This is a headband/ear warmer and uses only single crochet (sc) and double crochet (dc) stitches. Materials: Hook: G Yarn: Premier Yarns Isaac Mizrahi - Broadway yarn in Imperial colorway (RED) - Glitter, Sparkle Worsted weight (4) Hope you enjoy this free pattern! It’s easy, and great for beginners. I used a knitting machine to make a matching scarf and I love it! (I’m not a knitter - LOL - hence, the machine) :).",Beginner,https://www.lovecrafts.com/en-us/p/sparkle-motion-crochet-headband-crochet-pattern-by-stardust-gold-crochet,Sparkle_Motion_Crochet_Headband.jpg
"Rocky Raccoon Toy in Caron Simply Soft, Simply Soft Heathers and Bernat Pipsqueak - Downloadable PDF","Rocky Raccoon Toy in Caron Simply Soft, Simply Soft Heathers and Bernat Pipsqueak - Downloadable PDF is a free Intermediate Crochet pattern by Caron, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Rocky Raccoon Toy in Caron Simply Soft, Simply Soft Heathers and Bernat Pipsqueak - Downloadable PDF Caron Crochet English 1.0patterns 3.0pages Intermediate AranSee Worsted Knitting PatternsSee Aran Crochet PatternsSee Aran & Worsted YarnsBulkySee Bulky Knitting PatternsSee Bulky Crochet PatternsSee Bulky YarnsWorstedSee Worsted Knitting PatternsSee Aran & Worsted YarnsSee Worsted Yarns Rocky Raccoon Toy in Caron Simply Soft, Simply Soft Heathers and Bernat Pipsqueak - Downloadable PDF is a free Intermediate Crochet pattern by Caron, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Caron Simply Soft Heathers,Bernat Pipsqueak,Caron Simply Soft 3.50mm (E), 5.00mm (H) Toy: 22in",Intermediate,https://www.lovecrafts.com/en-us/p/rocky-raccoon-toy-in-caron-simply-soft-simply-soft-heathers-and-bernat-pipsqueak-downloadable-pdf,Rocky_Raccoon_Toy_in_Caron_Simply_Soft_Simply_Soft_Heathers_and_Bernat_Pipsqueak_-_Downloadable_PDF.jpg
Crochet Pattern Bow Tie or Rose for your Dog!,"Welcome to amigoll9! Here we offer you crochet pattern for ""Bow Tie or Rose for dog´s""! In the crochet patten, the manufacture of the Bow Tie / Rose is described in Englisch (US) and with numerous pictures on a total of 5 pages. In our tutorials there is always a picture for each step, so that you can easily rework. If you have any questions about my tutorials or need help, you can contact me at my Instagram account ""amigoll9"" or just write E-Mail to ""joernwagner[at]online[dot]de"". Have fun crocheting! Required Knowledge: single crochet double crochet Size: Suitable for small to medium-sized dogs. You need: Light (US) / Light Worsted (UK) / 240m~100g (EU) Wool red or black e.g. Zeeman Royal Crochet hook G (US) / 7 (UK) / 4,5mm (EU) Scissors Sewing needle 1 Button - the button should fit through the spaces of 2dc!","Crochet Pattern Bow Tie or Rose for your Dog! Independent Designer Crochet amigoll9 English Look at the description please :-) 1.0patterns 5.0pages Beginner DK | Light Worsted Welcome to amigoll9! Here we offer you crochet pattern for ""Bow Tie or Rose for dog´s""! In the crochet patten, the manufacture of the Bow Tie / Rose is described in Englisch (US) and with numerous pictures on a total of 5 pages. In our tutorials there is always a picture for each step, so that you can easily rework. If you have any questions about my tutorials or need help, you can contact me at my Instagram account ""amigoll9"" or just write E-Mail to ""joernwagner[at]online[dot]de"". Have fun crocheting! Required Knowledge: single crochet double crochet Size: Suitable for small to medium-sized dogs. You need: Light (US) / Light Worsted (UK) / 240m~100g (EU) Wool red or black e.g. Zeeman Royal Crochet hook G (US) / 7 (UK) / 4,5mm (EU) Scissors Sewing needle 1 Button - the button should fit through the spaces of 2dc!",Beginner,https://www.lovecrafts.com/en-us/p/crochet-pattern-bow-tie-or-rose-for-your-dog-crochet-pattern-by-amigoll9,Crochet_Pattern_Bow_Tie_or_Rose_for_your_Dog.jpg
Headphone case,"Pattern for carrying the headphone case out with crochet method. Pattern in the form of PDF file. Wzór na wykonanie etui na słuchawki metodą szydełkową. Wzór w formie pliku PDF. This is PATTERN in pdf file only, no final product. To jest WZÓR w formie pliku pdf, nie gotowy produkt. Crochet pattern available in Polish and English. Wzór w języku polskim oraz angielskim. If you have any question please contact with me! :) Jeśli masz jakieś pytania zapraszam serdecznie do kontaktu ! :)","Headphone case Independent Designer Crochet Ewelina Cherry Tree Workshop English, Polish 1.0patterns 20.0pages Beginner SportSee Sport Knitting PatternsSee Sport Yarns Pattern for carrying the headphone case out with crochet method. Pattern in the form of PDF file. Wzór na wykonanie etui na słuchawki metodą szydełkową. Wzór w formie pliku PDF. This is PATTERN in pdf file only, no final product. To jest WZÓR w formie pliku pdf, nie gotowy produkt. Crochet pattern available in Polish and English. Wzór w języku polskim oraz angielskim. If you have any question please contact with me! :) Jeśli masz jakieś pytania zapraszam serdecznie do kontaktu ! :)",Beginner,https://www.lovecrafts.com/en-us/p/headphone-case-crochet-pattern-by-ewelina-cherry-tree-workshop,Headphone_case.jpg
Csenge Anna Baby Set,"This set is really close to my heart, I designed it for my daughter who is due in December 2018 and I named it after my daugther. When I completed it, I decided to share it with other people too. The pattern is suitable for advanced beginners or intermediate crocheters using different types of stitches creating a nice, textured look. NOTE:The size is for only 0-3 months babies, but I am planning to make more size options in the future. You can use any DK or Baby DK Yarn for this project, it's completely up to you! I hope you'll enjoy making it! Happy crocheting!","Csenge Anna Baby Set Independent Designer Crochet K.A.M.E. Crochet English 1.0patterns 7.0pages Intermediate This set is really close to my heart, I designed it for my daughter who is due in December 2018 and I named it after my daugther. When I completed it, I decided to share it with other people too. The pattern is suitable for advanced beginners or intermediate crocheters using different types of stitches creating a nice, textured look. NOTE:The size is for only 0-3 months babies, but I am planning to make more size options in the future. You can use any DK or Baby DK Yarn for this project, it's completely up to you! I hope you'll enjoy making it! Happy crocheting!",Intermediate,https://www.lovecrafts.com/en-us/p/csenge-anna-baby-set-crochet-pattern-by-kame-crochet,Csenge_Anna_Baby_Set.jpg
Baby's Room Sign in Lily Sugar 'n Cream Solids,"Baby's Room Sign in Lily Sugar 'n Cream Solids is a free  Crochet pattern by Lily Sugar 'n Cream, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Baby's Room Sign in Lily Sugar 'n Cream Solids Lily Sugar 'n Cream Crochet English 1.0patterns nanpages Baby's Room Sign in Lily Sugar 'n Cream Solids is a free Crochet pattern by Lily Sugar 'n Cream, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Lily Sugar 'n Cream Solids 3.50mm",,https://www.lovecrafts.com/en-us/p/baby-s-room-sign-in-lily-sugar-n-cream-solids,Babys_Room_Sign_in_Lily_Sugar_n_Cream_Solids.jpg
The Galaxy Blanket,"This is a lovely blanket that can be made any size and and in any weight yarn. Designed specifically for Stitches 2017, we are sure you will love making this blanket","The Galaxy Blanket Independent Designer Crochet Jollijenni & Chlola English This blanket was originally made in a super chunky yarn with a 12mm hook. Please select the size hook that matches your yarn. 1.0patterns 2.0pages Intermediate AranSee Worsted Knitting PatternsSee Aran Crochet PatternsSee Aran & Worsted YarnsBulkySee Bulky Knitting PatternsSee Bulky Crochet PatternsSee Bulky YarnsSee Super Bulky Knitting Patterns Knitting PatternsSee Super Bulky Crochet PatternsSee Super Bulky YarnsDK | Light WorstedHeavy WorstedSuper BulkySee Super Bulky Knitting Patterns Knitting PatternsSee Super Bulky Crochet PatternsSee Super Bulky YarnsWorstedSee Worsted Knitting PatternsSee Aran & Worsted YarnsSee Worsted Yarns This is a lovely blanket that can be made any size and and in any weight yarn. Designed specifically for Stitches 2017, we are sure you will love making this blanket",Intermediate,https://www.lovecrafts.com/en-us/p/the-galaxy-blanket-crochet-pattern-by-jollijenni-chlola,The_Galaxy_Blanket.jpg
Crochet Snake,Stashbuster small snake could be made one colour or as many as you like,Crochet Snake Independent Designer Crochet IJ Makes English 1.0patterns 3.0pages Beginner DK | Light Worsted Stashbuster small snake could be made one colour or as many as you like Stylecraft Special DK,Beginner,https://www.lovecrafts.com/en-us/p/crochet-snake-crochet-pattern-by-ij-makes,Crochet_Snake.jpg
Astronaut Amigurumi in Lion Brand Feels Like Butta - M20412 FB - Downloadable PDF,The Astronaut Amigurumi is a crochet toy pattern made with medium weight yarn that has a skill level of easy.,Astronaut Amigurumi in Lion Brand Feels Like Butta - M20412 FB - Downloadable PDF Lion Brand Crochet Lion Brand English 1.0patterns 7.0pages Beginner AranSee Worsted Knitting PatternsSee Aran Crochet PatternsSee Aran & Worsted Yarns The Astronaut Amigurumi is a crochet toy pattern made with medium weight yarn that has a skill level of easy. Lion Brand Feels Like Butta 2.75mm (C) 8 in. (20.5 cm) tall,Beginner,https://www.lovecrafts.com/en-us/p/astronaut-amigurumi-in-lion-brand-feels-like-butta-m20412-fb-downloadable-pdf,Astronaut_Amigurumi_in_Lion_Brand_Feels_Like_Butta_-_M20412_FB_-_Downloadable_PDF.jpg
Halloween Gift Trims in Red Heart Super Saver Economy Solids - LW4921 - Downloadable PDF,Learn how to crochet with our beginners guide!,Halloween Gift Trims in Red Heart Super Saver Economy Solids - LW4921 - Downloadable PDF Red Heart US Crochet Salena Baca English 1.0patterns 2.0pages Beginner WorstedSee Worsted Yarns Learn how to crochet with our beginners guide! Red Heart Super Saver Economy Solids 5.50mm (I) Gift Trim: One Size,Beginner,https://www.lovecrafts.com/en-us/p/halloween-gift-trims-in-red-heart-super-saver-economy-solids-lw4921-downloadable-pdf,Halloween_Gift_Trims_in_Red_Heart_Super_Saver_Economy_Solids_-_LW4921_-_Downloadable_PDF.jpg
Bright Ripple Throw in Red Heart With Love Solids - LW3324,"Bright Ripple Throw in Red Heart With Love Solids - LW3324 is a free  Crochet pattern by Red Heart US, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Bright Ripple Throw in Red Heart With Love Solids - LW3324 Red Heart US Crochet English 1.0patterns nanpages Bright Ripple Throw in Red Heart With Love Solids - LW3324 is a free Crochet pattern by Red Heart US, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Red Heart With Love Solids 6.5mm",,https://www.lovecrafts.com/en-us/p/bright-ripple-throw-in-red-heart-with-love-solids-lw3324,Bright_Ripple_Throw_in_Red_Heart_With_Love_Solids_-_LW3324.jpg
