title,description,Pattern Type,Difficulty,Sizes Included,Yarn Weight,Yarn Line,Yardage,Fiber Type,Needle / Hook Sizes,image_url,local_path,pattern_link
Shopping Time Tote Bagby 10 Hours or Less,"Tweed takes the stage in this rustic crocheted tote bag! Worked seamlessly from beginning to end, the body features a deeply dimensional basketweave pattern in front/back post double crochet. Contrasting top band and straps are worked in right-side single crochet. Optional decorative buttons finish it off for that personal touch. Bag is worked in the round from the bottom up. Straps are worked separately in unjoined rounds with two strands of yarn held together as one, then sewn to the top. Grab a project bundle and save on the yarn!",Crochet,Beginner,"15.25” wide x 16” long, not including 8.5” straps - v1, 15.25” wide x 16” long, not including 8.5” straps - v2",Worsted,,990,,US G/6 (4.25mm) and US F/5 (3.75mm) Crochet hooks,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n9052.jpg~w=1000,h=1000,v=1",../data/images\Shopping_Time_Tote_Bagby_10_Hours_or_Less.jpg,https://www.crochet.com/shopping-time-tote-bag/p/N9052
Shoreline Stripe Cropped Topby Miroslava Mihalkova,"The Shoreline Stripe Cropped Top is the perfect lightweight garment for summer days spent on the beach. Wear it over a camisole or a swimsuit to provide extra coverage when needed. The Shoreline Stripe Cropped Top is a quick-to-crochet beginner-friendly simple garment with a boatneck made in basic stitches without shaping. The front and back panels are worked flat and joined on shoulders and sides using the Locking Mattress Stitch. Note: Original color is no longer available and we have made a suggestion of a comparable color in the Choose Colors section, but it will not be an exact match to the sample shown in the image.",,Intermediate,"38"" finished chest, 42"" finished chest, 46"" finished chest, 50"" finished chest, 54"" finished chest, 58"" finished chest, 62"" finished chest, 66"" finished chest",Fingering,,792-1584,Wool,3 mm crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58242220.jpg~w=1000,h=1000,v=1",../data/images\Shoreline_Stripe_Cropped_Topby_Miroslava_Mihalkova.jpg,https://www.crochet.com/shoreline-stripe-cropped-top/p/58242
Simmer Dim Scarfby Kristen Clay,"Lovely openwork lace is easier than it looks. Wrap or tie this elegantly long and flowing scarf in multiple ways to add a feminine, lacy touch to any outfit. The scarf uses broomstick lace, which is a method where a large knitting needle is used to hold the loops to keep them uniform until you crochet into them. It features a 2-row repeat, so it is easy and quick to make.",,Intermediate,"7x80"" plus fringe",Lace,,590,Cotton,U.S. size E/4 (3.5 mm) crochet hook; U.S. size 19 (15 mm) knitting needle,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58083220.jpg~w=1000,h=1000,v=1",../data/images\Simmer_Dim_Scarfby_Kristen_Clay.jpg,https://www.crochet.com/simmer-dim-scarf/p/58083
Simple Shells Cowlby Beth Major,"Wrap yourself in soft, elegant and beautiful warmth during the cold wintery weather with this easy-to-crochet cowl. With a simple shells stitch pattern, this cowl will interest beginner crocheters but the gorgeous Diadem yarn will have even experienced crocheters whipping one up for a quick gift (or for themselves). Color and yarn line used in the sample are no longer available; we have made a similar color suggestion in the yarn calculator below.",Crochet,Intermediate,"Approximately 10"" wide x 22""circ.- purple, Approximately 10"" wide x 22""circ.- teal",DK,,219,Wool,Size G/7 (4.5 mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/55691220.jpg~w=1000,h=1000,v=1",../data/images\Simple_Shells_Cowlby_Beth_Major.jpg,https://www.crochet.com/simple-shells-cowl/p/55691
Simple Shells Crochet Beanieby Beth Major,"Soft, elegant and beautiful, this beanie can be worn all year as an accessory to an outfit or to keep you warm during the cold wintry weather. With a simple shells stitch pattern, this hat will interest beginner crocheters but the gorgeous Capra yarn will have even experienced crocheters whipping one up for a quick gift (or for themselves). The color used in the sample is no longer available. We have made substitution suggestions in the Kit Builder below.",Crochet,,"7.5"" height and 18.5"" brim circumference",DK,,123,,H/5.0mm crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/55701220.jpg~w=1000,h=1000,v=1",../data/images\Simple_Shells_Crochet_Beanieby_Beth_Major.jpg,https://www.crochet.com/simple-shells-crochet-beanie/p/55701
Simple Stripes Arm Warmersby 10 Hours or Less,"Let your favorite self–striping do all the work in this pair of quick, contemporary arm warmers! Made with 2 basic stitches, single and half double crochet, the dimensional ribbed fabric consists of a simple 2–row repeat. Easy peasy – even for a novice. Arm warmers are worked vertically in rows in one piece from inner arm to inner arm. After blocking, the long edges are sewn together to join, leaving an opening for the thumb. Sizes included: 7.5 (8, 8.5, 9, 9.5)” finished hand circumference x 12” length; meant to be worn with 1” positive ease around hand",Crochet,Beginner,"7.5"" finished hand circumference - Bright, 8 - 9.5 finished hand circumference - Bright, 7.5"" finished hand circumference - Neutral, 8 - 9.5 finished hand circumference - Neutral",Worsted,,218-436,,US 7 (4.5mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n7769.jpg~w=1000,h=1000,v=1",../data/images\Simple_Stripes_Arm_Warmersby_10_Hours_or_Less.jpg,https://www.crochet.com/simple-stripes-arm-warmers/p/N7769
Sleepy Moon and Cloudby Lion Brand,The Sleepy Moon and Cloud Pillows are crochet pillow patterns made with super bulky yarn that has a skill level of easy.,Crochet,Easy,"Moon: 12"" x13""; Cloud 15""x11""",Super Bulky,,512,,I/9 (5.5mm) and K/10.5 (6.5mm): crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n7222.jpg~w=1000,h=1000,v=1",../data/images\Sleepy_Moon_and_Cloudby_Lion_Brand.jpg,https://www.crochet.com/sleepy-moon-and-cloud/p/N7222
Sliding Doors Throw Pillowby Two of Wands,"Dueling steps of color accent a simple background to create this graphic decorative pillowcase. The beginner-friendly pattern utilizes easy color changes and basic stitches for a modern look and quick project. To support our Independent Designers , this pattern is excluded from promotions.",Crochet,Easy,"16"" square",Bulky,,548,Wool,Size K/10.5 (6.5mm): hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58222220.jpg~w=1000,h=1000,v=1",../data/images\Sliding_Doors_Throw_Pillowby_Two_of_Wands.jpg,https://www.crochet.com/sliding-doors-throw-pillow/p/58222
Slip Knot Headbandby Smitha Crasta,"Here’s to the beautiful mornings, fun-filled evenings, and simple pleasures of gardening in Spring when a lady needs a little pop of color in her hair as joy beams on her face. The Slip Knot Headband is a beginner-friendly Tunisian headband made with the beautiful knit stitch. It features a retro knot to add a little oomph. Pattern is worked in rows to reach the length required. The retro knot is made before the ends are seamed together.",Crochet,Beginner,"2"" Wide x 20 (21, 22)"" Long",DK,,246,Wool,Size US J/10 (6mm) Tunisian crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58282220.jpg~w=1000,h=1000,v=1",../data/images\Slip_Knot_Headbandby_Smitha_Crasta.jpg,https://www.crochet.com/slip-knot-headband/p/58282
Snow Mountain Hatby Michele DuNaier,"Whether you're spending a day on the ski slopes or need a cheerful accessory to wear on your daily commute, coordinated colors combined with a variety of stitches and texture make this hat a perfect choice. The Snow Mountain Hat starts with a Post Stitch Brim and then is worked upward in rounds to the crown. Double Crochet rounds are alternated with wrong side Single Crochet and plump Puff Stitch rounds - the stitch variety and four coordinated colors make for an interesting crochet project.",,Intermediate,"17""  circumference, 19"" circumference, 21"" circumference",Fingering,,924,Wool,US G/6 (4.25mm) Crochet Hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58022220.jpg~w=1000,h=1000,v=1",../data/images\Snow_Mountain_Hatby_Michele_DuNaier.jpg,https://www.crochet.com/snow-mountain-hat/p/58022
Snowflake Granny Square Bagby Iassia Kryvonos,"Who doesn’t love granny squares? Featuring an iconic winter motif over a solid stitch, these squares are ideal for stylish bags during the winter season. Made from sturdy worsted wool, they work up fast, creating the perfect texture for a durable tote! The squares can be joined in two ways to create a classical “tulip” bag or a large pouch with a button closure. Join contrasting squares for a checkerboard pattern or stick to the same background color on all squares for a uniform finish. Regardless of the choice, both options look stunning.",Crochet,Easy,"Pouch 9"" wide x 13"" tall, Bag: 12: wide x 12"" tall (not including handles)",Worsted,,440-550,Wool,US G/6 (4.0mm) and US 7 (4.5mm) Crochet hooks,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n5065.jpg~w=1000,h=1000,v=1",../data/images\Snowflake_Granny_Square_Bagby_Iassia_Kryvonos.jpg,https://www.crochet.com/snowflake-granny-square-bag/p/N5065
Snowman Door Hangerby Nicole Chase,"Brighten up your door with this Snowman Door Hanger. With deconstructed pieces, this unique decoration is a fun gift idea or addition to your own home this winter. The Snowman Door Hanger is worked in rag-doll style construction and joined together with jump rings. Easily customize your snowman with buttons, pom-poms, felt, and more.",Crochet,Intermediate,"19"" x 5""",Worsted,,268,Acrylic,Size H/8 (5.00mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58276220.jpg~w=1000,h=1000,v=1",../data/images\Snowman_Door_Hangerby_Nicole_Chase.jpg,https://www.crochet.com/snowman-door-hanger/p/58276
Snuggle Stitch Stripes Dishclothby Heather Mann,Create a textured dishcloth with lots of room for color play. This special stitch makes for a super-absorbent cloth that will become your go-to for dishcloths that make great housewarming gifts.,Crochet,Easy,"9"" square",Worsted,,270,Cotton,Size 7 (4.75mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58326220.jpg~w=1000,h=1000,v=1",../data/images\Snuggle_Stitch_Stripes_Dishclothby_Heather_Mann.jpg,https://www.crochet.com/snuggle-stitch-stripes-dishcloth/p/58326
Soft Serve Cabled Beanieby Brenda K.B. Anderson,"Squishy, twisting cables, swirl around this tweed beanie, reminiscent of soft-serve ice cream with sprinkles! Easy enough to be a great introduction to cables, this cute hat has style to spare. The generous ribbing folds up to create an extra layer of warmth, and the cables rise straight up to the top of the hat, thanks to the smooth, perfectly vertical extended single crochet stitches between post stitches.",Crochet,Intermediate,"14.25"" ribbing circumference, 16.5"" ribbing circumference, 19.5"" ribbing circumference, 21.75"" ribbing circumference",Worsted,,218-436,Acrylic,H/5.0mm crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/56290220.jpg~w=1000,h=1000,v=1",../data/images\Soft_Serve_Cabled_Beanieby_Brenda_KB_Anderson.jpg,https://www.crochet.com/soft-serve-cabled-beanie/p/56290
Solomon's Knot Teeby Sati Glenn,"When in need of a quiet moment, the Solomon's Knot Tee will calm your heart and soothe your spirit. Find your flow while enhancing your wardrobe with this quick and stylish top. The Solomon's Knot Tee is made of two panels worked flat and seamed along the shoulders and up the sides. Single Crochet in the back loop only creates texture in the body, while a row of Solomon's Knot along the bottom adds interest both for the making and for the wearing.",,Intermediate,"36"" finished chest, 40"" finished chest, 44"" finished chest, 48"" finished chest, 52"" finished chest, 56"" finished chest, 60"" finished chest, 64"" finished chest",Fingering,,880-1540,Wool,US 7/4.5mm crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58185220.jpg~w=1000,h=1000,v=1",../data/images\Solomons_Knot_Teeby_Sati_Glenn.jpg,https://www.crochet.com/solomon-s-knot-tee/p/58185
Spaceship Pillowby Lion Brand,"The Spaceship Pillow Cover is a crochet pattern made with medium weight yarn that has a skill level of easy. Some yarns used in the sample are not available on Crochet.com. We have made substitution suggestions in the Kit Builder below. To support our Independent Designers , this pattern is excluded from promotions.",Crochet,Intermediate,"14"" x 14""","Worsted, DK",,2366,,E/3.5mm crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n2310.jpg~w=1000,h=1000,v=1",../data/images\Spaceship_Pillowby_Lion_Brand.jpg,https://www.crochet.com/spaceship-pillow/p/N2310
Sparkles the Unicorn Softieby Brenda K.B. Anderson,"Have you hugged your unicorn today? This extraordinary creature is said to have magical healing powers within its horn. And who doesn't need a bit of magic from time to time? The rainbow hooves and mane are extra cheerful, perking up any room where this unicorn resides. The spiraling horn happens as a result of a few increases right next to a few decreases. Be careful not to miss the first half of the first decrease as it's easy to miss. Within the directions for the hooves are instruction for a join that reduces the appearance of a jog in color. A little crocheted strip, made in rainbow colors takes the guesswork out of adding the mane to the head. Simply attach the fringe to the mane following the colors in the strip, then sew the strip to the head.",Crochet,Intermediate,"Unicorn sits about 12"" tall, excluding legs",Worsted,,1526,Acrylic,U.S. D/3 (3.25 mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58090220.jpg~w=1000,h=1000,v=1",../data/images\Sparkles_the_Unicorn_Softieby_Brenda_KB_Anderson.jpg,https://www.crochet.com/sparkles-the-unicorn-softie/p/58090
Spindrift Cardiganby Moon Elderidge,"Inspired by a sunset over the ocean, this pretty cardigan starts out with a neutral-colored body that is energized by stripes of color near the hem. Lace rows dance like the spray off an ocean wave. The cardigan is worked from the bottom up. The lower body is worked back and forth in one piece to underarm. Then the front and back panels are worked separately. Sleeves are worked back and forth in pieces, then seamed together and set into armhole. Make 5 buttonholes along the right front edge when working the edge.",,Intermediate,"38"" finished chest measurement, 42"" finished chest measurement, 46"" finished chest measurement, 50"" finished chest measurement, 54"" finished chest measurement, 58"" finished chest measurement, 62"" finished chest measurement, 66""  finished chest measurement",DK,,1722-2829,Cotton,"F/3.75mm, G/4mm crochet hook","https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58241220.jpg~w=1000,h=1000,v=1",../data/images\Spindrift_Cardiganby_Moon_Elderidge.jpg,https://www.crochet.com/spindrift-cardigan/p/58241
Spiral Tunisian Cowlby Aklori Designs,"The Spiral Tunisian Cowl is a sophisticated and modern cowl that uses simple Tunisian crochet stitches, which makes it a great introduction pattern if you want to learn Tunisian crochet. The cowl is worked in the round. The 10 stitch and 10 rows repeating YO eyelet pattern is worked from top to bottom. To adjust size for a larger cowl, increase the starting chain by a multiple of 10 stitches. Each 10-stitch repeat will add approximately 3.5"" to the circumference.",Crochet,Intermediate,"24"" circumference x 14"" high",Worsted,,220,Wool,US J/10 (6.00mm) double-ended Tunisian Crochet Hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58009220.jpg~w=1000,h=1000,v=1",../data/images\Spiral_Tunisian_Cowlby_Aklori_Designs.jpg,https://www.crochet.com/spiral-tunisian-cowl/p/58009
Spring Fresh Lapghanby Lion Brand,"The Spring Fresh Lapghan will provide the bright pop of color we all need to get through the rest of winter. Vanna's Choice yarn makes the best choice for a durable blanket in cheery colors. Grab your crochet hook and start stitching now for an instant mood boost! To support our Independent Designers , this pattern is excluded from promotions.",Crochet,Easy,"About 33 x 38""",Worsted,,1020,,Size J/10 (6mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n8393.jpg~w=1000,h=1000,v=1",../data/images\Spring_Fresh_Lapghanby_Lion_Brand.jpg,https://www.crochet.com/spring-fresh-lapghan/p/N8393
Stadium Cowlby Elisabeth Davis de Herraiz,"This cozy cowl was designed to display soft, neutral, and gentle colors. The colors and stitches flow into each other with ease to create a beautiful winter accessory to keep you warm all season long. The cowl is worked back and forth in rows and features three different sections with unique textures and striking color changes. It is reminiscent of colorwork patterns, but only one color is used at a time. The height can be easily adapted by adding extra repeats in any of the sections. Some colors used in the sample are no longer available. We have made substitution suggestions in the Kit Builder below.",,Intermediate,"12.75"" tall x 26.75"" circumference",Worsted,,660,Wool,Size 7 (4.5mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58104220.jpg~w=1000,h=1000,v=1",../data/images\Stadium_Cowlby_Elisabeth_Davis_de_Herraiz.jpg,https://www.crochet.com/stadium-cowl/p/58104
Star Garlandby Lion Brand,"Nine 3-D stars come together to make this crochet Star Garland. The DIY Glow Twist yarn has a bright neon color that gives off a glow when the lights go out. To support our Independent Designers , this pattern is excluded from promotions.",Crochet,Easy,"Garland: 48"" long, each star 5"" point to poing",Worsted,,282,Acrylic,US F/5 (3.75mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n9779.jpg~w=1000,h=1000,v=1",../data/images\Star_Garlandby_Lion_Brand.jpg,https://www.crochet.com/star-garland/p/N9779
Star Keychainby Lion Brand,"The Star Keychain a crochet accessory pattern made with medium weight yarn that has a skill level of easy. To support our Independent Designers , this pattern is excluded from promotions.",Crochet,Intermediate,"5"" diameter",Worsted,,71,,G/4.25mm crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n2312.jpg~w=1000,h=1000,v=1",../data/images\Star_Keychainby_Lion_Brand.jpg,https://www.crochet.com/star-keychain/p/N2312
Stardust Bow Headbandby Kristen Clay,"Sweet enough for a child and elegant enough for an adult. It takes just a short time to stitch the lacy rectangle in your favorite shade of Heatherly sport and moments to finish it into wearable fiber art that all ages can appreciate. The bow is worked in a rectangle from the center out. The bound center creates the bow shape, as well as attaching it to the purchased headband. Quick to make; easy to customize!",,Beginner,"Bow is 6""x 4""",Sport,,328,Wool,F/5 (3.75mm)  crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/56334220.jpg~w=1000,h=1000,v=1",../data/images\Stardust_Bow_Headbandby_Kristen_Clay.jpg,https://www.crochet.com/stardust-bow-headband/p/56334
Stargazer Throwby Two of Wands,"The Stargazer Throw is a beginner-friendly pattern that is is worked flat in back and forth rows using bulky weight yarn. To support our Independent Designers , this pattern is excluded from promotions.",Crochet,Beginner,"42"" x 56""",Bulky,,1644,Wool,Size N/P/15 (10mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/18675220.jpg~w=1000,h=1000,v=1",../data/images\Stargazer_Throwby_Two_of_Wands.jpg,https://www.crochet.com/stargazer-throw/p/18675D
Stay Cozy Beanieby Iassia Kryvonos,"Dive into the world of crochet texture with this snuggly and irresistibly warm Stay Cozy Beanie. This crochet hat is stitched in the round, from the bottom up. Wonderfluff puffs emerge from narrow ribbing and gather elegantly at the crown. Play with two tonal or contrasting colors of yarn, fashioning long “spikelets” and amazing texture in this crochet hat. Wonderfluff™ (bulky, 70% Baby Alpaca, 7% Merino Wool, 23% Nylon, 142yds/50g): MC Mountain Fern Heather 29443; 1 (1, 2) balls C1 Bare 27186; 1 ball",Crochet,Intermediate,"16 "" circumference, 18"" circumference, 20"" circumference","Bulky, Aran/Heavy Worsted",,284,,US K/10.5 (6.5mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58291220.jpg~w=1000,h=1000,v=1",../data/images\Stay_Cozy_Beanieby_Iassia_Kryvonos.jpg,https://www.crochet.com/stay-cozy-beanie/p/58291
Stitch Your State: Warm Up America!by Knit Picks Design Team,"The Great Yarn Challenge (TGYC) is hosted by the Craft Yarn Council and is a series of challenges based around different themes. Knit Picks and WeCrochet partnered with CYC to bring you the Stitch Your State: Warm Up America! challenge. We have designed 51 charts (1 for each state plus DC) to be used in a variety of ways. Each measures 9""x7"" so they are perfect for Warm Up America! blocks. You can find more information about The Great Yarn Challenge HERE. There are basic instructions for both knit and crochet to get you started and to finish, then you pick your state chart to work from. For these charts, the white boxes are the background, and the dark boxes are the shape of the state. We've also included a yellow box for each state capital! Once you have finished your state, now the fun begins! Choose some images to show what your state means to you - you can use simple images such as clip art or go as detailed as you want! Use state flowers, state birds, tourist attractions and anything that makes your state home. Having trouble coming up with some images? Here's what we did: For our home state of Washington, we wanted to represent our office in Vancouver and naturally, the Space Needle in Seattle. And, of course, we had to include some trees for the Evergreen state! Ohio is as familiar to us as Washington is, since our warehouse is there! It's represented with Cedar Point Amusement Park. We've also included the Rock n' Roll Hall of fame in Cleveland (rocks!) and the state flower, the Red Carnation. Designer Alison Griffith used to spend vacations in South Carolina watching the dolphins, so she had to include that to represent SC. The state flag features a palmetto tree and a white crescent so those are stitched here too!","Knit, Crochet",Intermediate,"9"" x 7"" each",Worsted,,110,Wool,,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/19092220.jpg~w=1000,h=1000,v=1",../data/images\Stitch_Your_State_Warm_Up_Americaby_Knit_Picks_Design_Team.jpg,https://www.crochet.com/stitch-your-state-warm-up-america/p/19092D
Striped Belt Bagby Lion Brand,"This fun bag is worked in one piece in a simple double crochet stitch pattern, with colors changing every row. Create a unique bag for every outfit!",Crochet,Easy,"14"" along top edge x 6"" at center",Worsted,,316,Acrylic,I/9 (5.5mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n7529.jpg~w=1000,h=1000,v=1",../data/images\Striped_Belt_Bagby_Lion_Brand.jpg,https://www.crochet.com/striped-belt-bag/p/N7529
Study Hall Scarfby Elisabeth Davis de Herraiz,"Show your love for your alma mater with this warm scarf made in any two school colors. Keep your neck warm while studying for your next exam. The Study Hall Scarf is a full-length, adult-size scarf. It is worked flat and horizontally along the full length, and features a design that uses two colors and two different textured stitch patterns.",,Intermediate,"71"" long x 8"" wide",Worsted,,1308,Acrylic,Size 7 (4.5mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58105220.jpg~w=1000,h=1000,v=1",../data/images\Study_Hall_Scarfby_Elisabeth_Davis_de_Herraiz.jpg,https://www.crochet.com/study-hall-scarf/p/58105
Sugarplum Gift Tagby Ilaria Caliri,"Whether you’ve made handmade gifts or haven’t had time, these crochet tags make your gift even more special! The Sugarplum Gift Tags are worked flat in rows of single crochet stitches. The decorations are added on top or embroidered onto the tag base. There are three different decorations: HO HO HO, Holly, and Holiday Gifts.",,Intermediate,"3"" x 1.75""",Lace,,1180,Cotton,Size B/1 (2.25mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58279220.jpg~w=1000,h=1000,v=1",../data/images\Sugarplum_Gift_Tagby_Ilaria_Caliri.jpg,https://www.crochet.com/sugarplum-gift-tag/p/58279
Summer Breeze Cardiby Lily Oger,"Here’s to taking long strolls on the beach in the summer evening or wandering through the forest while the afternoon sun shines through the trees. Comfortable and casual this cardi will be your go-to sweater this spring and summer. The Summer Breeze Cardi is a cardigan worked flat from the bottom up, which results in minimal sewing. Next sleeves and ties are crocheted on, to give the cardigan its finishing touches. Stitched all in HDC it is a simple and beginner-friendly pattern. Easily adjust the size or length by working more stitches or rows to customize your sweater to your perfect fit.",Crochet,Intermediate,"32"" finished chest measurement, 36.5"" finished chest measurement, 41.25"" finished chest measurement, 45.25"" finished chest measurement, 49.75"" finished chest measurement, 53.75"" finished chest measurement, 57.25"" finished chest measurement, 61.75"" finished chest measurement, 66.25"" finished chest measurement",DK,,492-1968,"Cotton, Linen",US 7 (4.5mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/56358220.jpg~w=1000,h=1000,v=1",../data/images\Summer_Breeze_Cardiby_Lily_Oger.jpg,https://www.crochet.com/summer-breeze-cardi/p/56358
Summer Breeze Sweaterby Natasha Robarge,"Casual elegance radiates from this practical lightweight sweater, perfectly suited for transitional weather. A simple shell stitch pattern with subtle texture highlights tonal variations of hand-painted yarn. Summer Breeze Sweater features seamless top down raglan construction with elegant neckline shaping. In combination with a short 6-stitch pattern repeat, it allows the crocheter to easily make adjustments to the width and length of the finished piece for a custom fit.",,Intermediate,"38.5"" finished chest measurement, 41"" finished chest measurement, 44"" finished chest measurement, 46.5"" finished chest measurement, 49.5"" finished chest measurement",Fingering,,3575-3932,Wool,U.S. size G/6 (4 mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58004220.jpg~w=1000,h=1000,v=1",../data/images\Summer_Breeze_Sweaterby_Natasha_Robarge.jpg,https://www.crochet.com/summer-breeze-sweater/p/58004
Summer Days Topby Gwen McGannon,"Inspired by vintage fashions and intricate patterns of repeating lace, the Summer Days Top is a visual lace experience. This repeating pattern cascades in a display of delicate romance. The body of the garment is a lace pattern consisting of a multiple of six stitches plus one. This pattern has a two-row repeat. As the number of stitches between the two rows is different, the pattern follows the stitch count on the even rows. For shaping the shoulders and sleeves, decreases are worked within the two-row repeat, decreasing six stitches per row.",,Intermediate,"XS (34"" finished chest), S (38"" finished chest), M (42"" finished chest), L (46""finished chest), XL (50""finished chest), 2XL (54"" finished chest), 3XL (58"" finished chest)",Lace,,1442-2163,Cotton,U.S. size 7 (1.65 mm) steel crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58079220.jpg~w=1000,h=1000,v=1",../data/images\Summer_Days_Topby_Gwen_McGannon.jpg,https://www.crochet.com/summer-days-top/p/58079
Summit Slipper Socksby Jennifer Olivarez,"Summit Slipper Socks will keep your feet cozy during lazy weekend mornings. A textured lattice detail is crocheted with post stitches at the top of the foot, and a wide faux-fur cuff around the ankle adds a touch of luxury. Slipper is worked in unjoined rounds from the toe up, then worked in turned rows to form the sides of foot and heel. Heel is sewn together and cuff is added around the ankle opening.",,Intermediate,"Small - 7"" x 8"", Medium - 8"" x 9"" , Large - 9"" circ. x 10"" long","Worsted, Super Bulky",,252,Wool,Size H-8 (5.0mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58248220.jpg~w=1000,h=1000,v=1",../data/images\Summit_Slipper_Socksby_Jennifer_Olivarez.jpg,https://www.crochet.com/summit-slipper-socks/p/58248
Sunburst Coastersby Two of Wands,"Perfect for a garden party or festive brunch, these multi-color mandala coasters add flair to the table and help identify guests’ drinks.",,Intermediate,One size,Worsted,,1230,Acrylic,H/5.0mm crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/18792220.jpg~w=1000,h=1000,v=1",../data/images\Sunburst_Coastersby_Two_of_Wands.jpg,https://www.crochet.com/sunburst-coasters/p/18792D
Sundown Beach Blanketby Kate Alinari,"Nature has the most beautiful color palette! Inspired by sunset, this beach blanket is a great piece to master your corner to corner skills. Perfect blanket for a day out, beach relaxing, or a park picnic. Essentially made in one piece, making the blanket is like painting with yarn. Follow the instructions or choose your own color palette among infinite shades of Comfy Worsted.",Crochet,Intermediate,"72"" x 48""",Worsted,,2834,Cotton,G+/4.5mm crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58239220.jpg~w=1000,h=1000,v=1",../data/images\Sundown_Beach_Blanketby_Kate_Alinari.jpg,https://www.crochet.com/sundown-beach-blanket/p/58239
Sundown Ruanaby Kristen Clay,"Lightweight and lacy, the Sundown Ruana is the perfect warm-weather-wrap and it stays on your shoulders! A bold, overall pattern of giant shell stitches make this versatile shawl a captivating accessory for a summer evening. The ruana is worked from the center out in 3 parts a back and two front panels directly stitched to the back. The shell pattern naturally forms the scalloped edging, creating a place for dramatic fringe.",,Intermediate,"29x50"" plus fringe",DK,,2091,Cotton,U.S. size G (4.25 mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58082220.jpg~w=1000,h=1000,v=1",../data/images\Sundown_Ruanaby_Kristen_Clay.jpg,https://www.crochet.com/sundown-ruana/p/58082
Sunflower Toteby NT Maglia,"A generous circle-shaped floral tote bag with long handles, this handbag is practical and comfortable for shopping and travel. A wooden button secures your essentials. Add long multicolored tassels and pom-poms for a playful touch.",,Intermediate,15''diameter x 1.5'' deep; 25'' handles,Worsted,,570,Cotton,Size 7 (4.50mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58055220.jpg~w=1000,h=1000,v=1",../data/images\Sunflower_Toteby_NT_Maglia.jpg,https://www.crochet.com/sunflower-tote/p/58055
Sweet & Simple Table Runnerby Kristen Clay,Simple stitches and a soothing repetition create a classic lacy centerpiece for a special wedding table. This stunning table runner will fit so many styles of décor. This all-over hourglass stitch pattern uses only basic stitches and can be made in three different lengths to fit your standard table sizes. Don't be frightened by the delicacy of the thread the simplicity makes it easy to master.,,Intermediate,"12"" x 60.5"", 12"" x 84.5"", 12"" x 108.5""",Lace,,1442,Cotton,Size 7 (1.65mm) Steel Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58042220.jpg~w=1000,h=1000,v=1",../data/images\Sweet__Simple_Table_Runnerby_Kristen_Clay.jpg,https://www.crochet.com/sweet-simple-table-runner/p/58042
